,Player,Pos.,Cap Figure,Base Salary,Likely Incent.,Unlikely Incent.,Trade Bonus,Cap Figure.1,Cap % Team,Cap % League,Notes,Year,Team,Cap %,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Qualifying Offer,Trade Kicker,Rights,Signed Using,Signing Bonus,Likely Incentives,Dead Cap,Age
5,Anthony Morrow,SG,"$3,488,000","$3,488,000",-,-,-,"$3,488,000",3.74,3.71,Acquired via Trade  G'teed: $0,2016,Chicago Bulls,,,,,,,,,,,,,,
6,Michael Carter-Williams,PG,"$3,183,526","$3,183,526",-,-,-,"$3,183,526",3.42,3.38,Acquired via Trade  G'teed: $0,2016,Chicago Bulls,,,,,,,,,,,,,,
7,Cameron Payne,PG,"$2,112,480","$2,112,480",-,-,-,"$2,112,480",2.27,2.24,Acquired via Trade,2016,Chicago Bulls,,,,,,,,,,,,,,
8,Denzel Valentine,SG,"$2,092,200","$2,092,200",-,-,-,"$2,092,200",2.25,2.22,Drafted  / Rookie Scale,2016,Chicago Bulls,,,,,,,,,,,,,,
9,Joffrey Lauvergne,PF,"$1,709,719","$1,709,719",-,-,-,"$1,709,719",1.83,1.82,Acquired via Trade  G'teed: $0,2016,Chicago Bulls,,,,,,,,,,,,,,
10,Jerian Grant,PG,"$1,643,040","$1,643,040",-,-,-,"$1,643,040",1.76,1.75,Acquired via Trade,2016,Chicago Bulls,,,,,,,,,,,,,,
11,Bobby Portis,PF,"$1,453,680","$1,453,680",-,-,-,"$1,453,680",1.56,1.54,Drafted  / Rookie Scale G'teed: $0,2016,Chicago Bulls,,,,,,,,,,,,,,
12,Isaiah Canaan,PG,"$1,015,696","$1,015,696",-,-,-,"$1,015,696",1.09,1.08,/ Minimum,2016,Chicago Bulls,,,,,,,,,,,,,,
13,Cristiano Felicio,PF,"$874,636","$874,636",-,-,-,"$874,636",0.94,0.93,/ Minimum,2016,Chicago Bulls,,,,,,,,,,,,,,
14,Paul Zipser,SF,"$750,000","$750,000",-,-,-,"$750,000",0.8,0.8,Drafted  / Minimum,2016,Chicago Bulls,,,,,,,,,,,,,,
0,R.J. Hunter,SG,"$425,000","$425,000",-,-,-,,,,Waived,2016,Chicago Bulls,0.46,,,,,,,,,,,,,
1,Thomas Walkup,SG,"$69,500","$69,500",-,-,-,,,,Waived,2016,Chicago Bulls,0.07,,,,,,,,,,,,,
0,Robin Lopez,C,"$13,788,500","$13,788,500",-,-,-,"$13,788,500",15.3,13.91,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
1,Omer Asik,C,"$10,595,505","$10,595,505",-,"$1,000,000",-,"$10,595,505",11.76,10.69,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
2,Cristiano Felicio,PF,"$7,843,500","$7,843,500",-,-,-,"$7,843,500",8.7,7.92,/ Space,2017,Chicago Bulls,,,,,,,,,,,,,,
3,Justin Holiday,SG,"$4,615,385","$4,615,385",-,-,-,"$4,615,385",5.12,4.66,/ NT-MLE,2017,Chicago Bulls,,,,,,,,,,,,,,
4,Kris Dunn,PG,"$4,046,760","$4,046,760",-,-,-,"$4,046,760",4.49,4.08,Acquired via Trade  SEI-Toe,2017,Chicago Bulls,,,,,,,,,,,,,,
5,Lauri Markkanen,PF,"$3,821,640","$3,821,640",-,-,-,"$3,821,640",4.24,3.86,Drafted  / Rookie Scale,2017,Chicago Bulls,,,,,,,,,,,,,,
6,Noah Vonleh,PF,"$3,505,233","$3,505,233",-,-,-,"$3,505,233",3.89,3.54,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
7,Zach LaVine,SG,"$3,202,218","$3,202,218",-,-,-,"$3,202,218",3.55,3.23,Acquired via Trade  SEI-Knee,2017,Chicago Bulls,,,,,,,,,,,,,,
8,Cameron Payne,PG,"$2,203,440","$2,203,440",-,-,-,"$2,203,440",2.45,2.22,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
9,Denzel Valentine,SG,"$2,186,400","$2,186,400",-,-,-,"$2,186,400",2.43,2.21,Drafted  / Rookie Scale,2017,Chicago Bulls,,,,,,,,,,,,,,
10,Sean Kilpatrick,SG,"$2,163,006","$2,163,006",-,-,-,"$2,163,006",2.4,2.18,"/ NT-MLE G'teed: $2,100,000",2017,Chicago Bulls,,,,,,,,,,,,,,
11,Jerian Grant,PG,"$1,713,840","$1,713,840",-,-,-,"$1,713,840",1.9,1.73,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
12,Bobby Portis,PF,"$1,516,320","$1,516,320",-,-,-,"$1,516,320",1.68,1.53,Drafted  / Rookie Scale,2017,Chicago Bulls,,,,,,,,,,,,,,
13,David Nwaba,SG,"$1,312,611","$1,312,611",-,-,-,"$1,312,611",1.46,1.32,Acquired via Trade,2017,Chicago Bulls,,,,,,,,,,,,,,
14,Paul Zipser,SF,"$1,312,611","$1,312,611",-,-,-,"$1,312,611",1.46,1.32,Drafted  / Minimum  SEI-Foot,2017,Chicago Bulls,,,,,,,,,,,,,,
0,Ryan Arcidiacono,PG,,,,,,,,,,2017,Chicago Bulls,,,,,,,,,,,,,,
1,Antonio Blakeney,SG,,,,,,,,,,2017,Chicago Bulls,,,,,,,,,,,,,,
0,Dwyane Wade,SG,"$15,550,000","$15,550,000",-,-,-,,,,Waived,2017,Chicago Bulls,17.26,,,,,,,,,,,,,
1,Quincy Pondexter,SG,"$3,853,931","$3,853,931",-,-,-,,,,Waived,2017,Chicago Bulls,4.28,,,,,,,,,,,,,
2,Rajon Rondo,PG,"$3,000,000","$3,000,000",-,-,-,,,,Waived,2017,Chicago Bulls,3.33,,,,,,,,,,,,,
3,Tony Allen,SG,"$1,471,382","$2,328,652",-,-,-,,,,Waived,2017,Chicago Bulls,1.63,,,,,,,,,,,,,
4,Willie Reed,C,"$1,471,382","$1,577,230",-,-,-,,,,Waived,2017,Chicago Bulls,1.63,,,,,,,,,,,,,
5,Kay Felder,PG,"$489,448","$489,448",-,-,-,,,,Waived,2017,Chicago Bulls,0.54,,,,,,,,,,,,,
6,Isaiah Canaan,PG,"$200,000","$200,000",-,-,-,,,,Waived,2017,Chicago Bulls,0.22,,,,,,,,,,,,,
7,Diamond Stone,C,"$50,000","$50,000",-,-,-,,,,Waived,2017,Chicago Bulls,0.06,,,,,,,,,,,,,
8,C.J. Fair,SF,"$46,080","$46,080",-,-,-,,,,Waived,2017,Chicago Bulls,0.05,,,,,,,,,,,,,
9,Jarell Eddie,SF,"$17,224","$17,224",-,-,-,,,,Waived,2017,Chicago Bulls,0.02,,,,,,,,,,,,,
10,Jarell Eddie,SF,"$83,129","$86,119",-,-,-,,,,10-day,2017,Chicago Bulls,0.09,,,,,,,,,,,,,
11,Jaylen Johnson,PF,"$46,080","$46,080",-,-,-,,,,10-day,2017,Chicago Bulls,0.05,,,,,,,,,,,,,
0,Otto Porter Jr.,SF,"$26,011,913","$26,011,913",-,-,-,"$26,011,913",23.22,25.53,Acquired via Trade  Shoulder,2018,Chicago Bulls,,,,,,,,,,,,,,
1,Zach LaVine,SG,"$19,500,000","$19,500,000",-,-,-,"$19,500,000",17.41,19.14,/ Space  Thigh,2018,Chicago Bulls,,,,,,,,,,,,,,
2,Robin Lopez,C,"$14,357,750","$14,357,750",-,-,-,"$14,357,750",12.82,14.09,Acquired via Trade,2018,Chicago Bulls,,,,,,,,,,,,,,
3,Cristiano Felicio,PF,"$8,470,980","$8,470,980",-,-,-,"$8,470,980",7.56,8.32,/ Space,2018,Chicago Bulls,,,,,,,,,,,,,,
4,Lauri Markkanen,PF,"$4,536,120","$4,536,120",-,-,-,"$4,536,120",4.05,4.45,Drafted  / Rookie Scale,2018,Chicago Bulls,,,,,,,,,,,,,,
5,Wendell Carter Jr.,PF,"$4,441,200","$4,441,200",-,-,-,"$4,441,200",3.96,4.36,Drafted  / Rookie Scale  SEI-Thumb,2018,Chicago Bulls,,,,,,,,,,,,,,
6,Kris Dunn,PG,"$4,221,000","$4,221,000",-,-,-,"$4,221,000",3.77,4.14,Acquired via Trade  Back,2018,Chicago Bulls,,,,,,,,,,,,,,
7,Denzel Valentine,SG,"$2,280,600","$2,280,600",-,-,-,"$2,280,600",2.04,2.24,Drafted  / Rookie Scale  SEI-Ankle,2018,Chicago Bulls,,,,,,,,,,,,,,
8,Chandler Hutchison,SF,"$1,991,520","$1,991,520",-,-,-,"$1,991,520",1.78,1.95,Drafted  / Rookie Scale  SEI-Toe,2018,Chicago Bulls,,,,,,,,,,,,,,
9,Timothe Luwawu-Cabarrot,SG,"$1,544,951","$1,544,951",-,-,-,"$1,544,951",1.38,1.52,Acquired via Trade,2018,Chicago Bulls,,,,,,,,,,,,,,
10,Wayne Selden,SG,"$1,544,951","$1,544,951",-,-,-,"$1,544,951",1.38,1.52,Acquired via Trade,2018,Chicago Bulls,,,,,,,,,,,,,,
11,Ryan Arcidiacono,PG,"$1,349,383","$1,349,383",-,-,-,"$1,349,383",1.2,1.32,/ Minimum  Can Veto Trade,2018,Chicago Bulls,,,,,,,,,,,,,,
12,Antonio Blakeney,SG,"$1,349,383","$1,349,383",-,-,-,"$1,349,383",1.2,1.32,/ Minimum,2018,Chicago Bulls,,,,,,,,,,,,,,
13,Shaquille Harrison,PG,"$1,311,264","$1,311,264",-,-,-,"$1,311,264",1.17,1.29,/ Minimum,2018,Chicago Bulls,,,,,,,,,,,,,,
14,Walter Lemon Jr.,PG,"$99,107","$99,107",-,-,-,"$99,107",0.09,0.1,/ Minimum,2018,Chicago Bulls,,,,,,,,,,,,,,
0,Rawle Alkins,SG,,,,,,,,,,2018,Chicago Bulls,,,,,,,,,,,,,,
1,Brandon Sampson,SG,,,,,,,,,,2018,Chicago Bulls,,,,,,,,,,,,,,
0,Omer Asik,C,"$11,286,516","$11,286,516",-,-,-,,,,Waived,2018,Chicago Bulls,10.08,,,,,,,,,,,,,
1,Cameron Payne,PG,"$3,263,295","$3,263,295",-,-,-,,,,Waived,2018,Chicago Bulls,2.91,,,,,,,,,,,,,
2,MarShon Brooks,SG,"$1,656,092","$907,576",-,-,-,,,,Waived,2018,Chicago Bulls,1.48,,,,,,,,,,,,,
3,Carmelo Anthony,SF,"$1,512,601","$2,393,887",-,-,-,,,,Waived,2018,Chicago Bulls,1.35,,,,,,,,,,,,,
4,Michael Carter-Williams,PG,"$1,200,000","$365,966",-,-,-,,,,Waived,2018,Chicago Bulls,1.07,,,,,,,,,,,,,
5,JaKarr Sampson,SG,"$85,458","$88,531",-,-,-,,,,10-day,2018,Chicago Bulls,0.08,,,,,,,,,,,,,
0,Otto Porter Jr.,SF,"$27,250,575","$27,250,575",-,-,-,"$27,250,575",24.07,24.97,Acquired via Trade,2019,Chicago Bulls,,,,,,,,,,,,,,
1,Zach LaVine,SG,"$19,500,000","$19,500,000",-,-,-,"$19,500,000",17.22,17.87,/ Space  Quad,2019,Chicago Bulls,,,,,,,,,,,,,,
2,Thaddeus Young,PF,"$12,900,000","$12,900,000",-,"$1,000,000",-,"$12,900,000",11.39,11.82,Free Agent / Space,2019,Chicago Bulls,,,,,,,,,,,,,,
3,Tomas Satoransky,SG,"$10,000,000","$10,000,000",-,-,-,"$10,000,000",8.83,9.16,Acquired via Trade,2019,Chicago Bulls,,,,,,,,,,,,,,
4,Cristiano Felicio,PF,"$8,156,500","$8,156,500",-,-,-,"$8,156,500",7.2,7.47,/ Space,2019,Chicago Bulls,,,,,,,,,,,,,,
5,Kris Dunn,PG,"$5,348,007","$5,348,007",-,-,-,"$5,348,007",4.72,4.9,Acquired via Trade  Knee,2019,Chicago Bulls,,,,,,,,,,,,,,
6,Coby White,PG,"$5,307,120","$5,307,120",-,-,-,"$5,307,120",4.69,4.86,Drafted  / Rookie Scale,2019,Chicago Bulls,,,,,,,,,,,,,,
7,Lauri Markkanen,PF,"$5,300,400","$5,300,400",-,-,-,"$5,300,400",4.68,4.86,Drafted  / Rookie Scale,2019,Chicago Bulls,,,,,,,,,,,,,,
8,Wendell Carter Jr.,PF,"$5,201,400","$5,201,400",-,-,-,"$5,201,400",4.59,4.77,Drafted  / Rookie Scale,2019,Chicago Bulls,,,,,,,,,,,,,,
9,Denzel Valentine,SG,"$3,377,569","$3,377,569",-,-,-,"$3,377,569",2.98,3.09,Drafted  / Rookie Scale,2019,Chicago Bulls,,,,,,,,,,,,,,
10,Ryan Arcidiacono,PG,"$3,000,000","$3,000,000",-,-,-,"$3,000,000",2.65,2.75,Free Agent / Space  Achilles,2019,Chicago Bulls,,,,,,,,,,,,,,
11,Chandler Hutchison,SF,"$2,332,320","$2,332,320",-,-,-,"$2,332,320",2.06,2.14,Drafted  / Rookie Scale,2019,Chicago Bulls,,,,,,,,,,,,,,
12,Luke Kornet,PF,"$2,250,000","$2,250,000",-,-,-,"$2,250,000",1.99,2.06,Free Agent / Room  Ankle,2019,Chicago Bulls,,,,,,,,,,,,,,
13,Daniel Gafford,PF,"$898,310","$898,310",-,-,-,"$898,310",0.79,0.82,Drafted  / Space,2019,Chicago Bulls,,,,,,,,,,,,,,
14,Shaquille Harrison,PG,"$898,310","$898,310",-,-,-,"$898,310",0.79,0.82,Acquired via Trade  Can Veto Trade,2019,Chicago Bulls,,,,,,,,,,,,,,
0,Adam Mokoka,SG,,,,,,,,,,2019,Chicago Bulls,,,,,,,,,,,,,,
1,Max Strus,G,,,,,,,,,,2019,Chicago Bulls,,,,,,,,,,,,,,
0,Antonio Blakeney,SG,"$1,488,231","$1,488,231",-,-,-,,,,Waived,2019,Chicago Bulls,1.31,,,,,,,,,,,,,
0,Nikola Vucevic,C,"$26,000,000","$26,000,000",-,-,-,"$26,000,000",20.3,23.82,Acquired via Trade  Groin,2020,Chicago Bulls,,,,,,,,,,,,,,
1,Zach LaVine,SG,"$19,500,000","$19,500,000",-,-,-,"$19,500,000",15.23,17.87,/ Space,2020,Chicago Bulls,,,,,,,,,,,,,,
2,Thaddeus Young,PF,"$13,545,000","$13,545,000",-,"$1,000,000",-,"$13,545,000",10.58,12.41,Free Agent / Space,2020,Chicago Bulls,,,,,,,,,,,,,,
3,Tomas Satoransky,SG,"$10,000,000","$10,000,000",-,-,-,"$10,000,000",7.81,9.16,Acquired via Trade,2020,Chicago Bulls,,,,,,,,,,,,,,
4,Al-Farouq Aminu,PF,"$9,720,900","$9,720,900",-,-,-,"$9,720,900",7.59,8.91,Acquired via Trade,2020,Chicago Bulls,,,,,,,,,,,,,,
5,Cristiano Felicio,PF,"$7,529,020","$7,529,020",-,-,-,"$7,529,020",5.88,6.9,/ Space,2020,Chicago Bulls,,,,,,,,,,,,,,
6,Patrick Williams,SF,"$7,068,360","$7,068,360",-,-,-,"$7,068,360",5.52,6.48,Drafted  / Rookie Scale,2020,Chicago Bulls,,,,,,,,,,,,,,
7,Lauri Markkanen,PF,"$6,731,508","$6,731,508",-,-,-,"$6,731,508",5.26,6.17,Drafted  / Rookie Scale,2020,Chicago Bulls,,,,,,,,,,,,,,
8,Coby White,PG,"$5,572,680","$5,572,680",-,-,-,"$5,572,680",4.35,5.11,Drafted  / Rookie Scale,2020,Chicago Bulls,,,,,,,,,,,,,,
9,Daniel Theis,C,"$5,000,000","$5,000,000",-,-,-,"$5,000,000",3.9,4.58,Acquired via Trade,2020,Chicago Bulls,,,,,,,,,,,,,,
10,Garrett Temple,SG,"$4,767,000","$4,767,000",-,-,-,"$4,767,000",3.72,4.37,Free Agent / NT-MLE,2020,Chicago Bulls,,,,,,,,,,,,,,
11,Denzel Valentine,SG,"$4,642,800","$4,642,800",-,-,-,"$4,642,800",3.63,4.25,/ Qualifying Offer,2020,Chicago Bulls,,,,,,,,,,,,,,
12,Troy Brown Jr.,SF,"$3,372,840","$3,372,840",-,-,-,"$3,372,840",2.63,3.09,Acquired via Trade  Ankle,2020,Chicago Bulls,,,,,,,,,,,,,,
13,Ryan Arcidiacono,PG,"$3,000,000","$3,000,000",-,-,-,"$3,000,000",2.34,2.75,Free Agent / Space,2020,Chicago Bulls,,,,,,,,,,,,,,
14,Javonte Green,SG,"$1,517,981","$1,517,981",-,-,-,"$1,517,981",1.19,1.39,Acquired via Trade,2020,Chicago Bulls,,,,,,,,,,,,,,
0,Devon Dotson,PG,,,,,,,,,,2020,Chicago Bulls,,,,,,,,,,,,,,
1,Adam Mokoka,SG,,,,,,,,,,2020,Chicago Bulls,,,,,,,,,,,,,,
0,Noah Vonleh,PF,"$97,261","$97,261",-,-,-,,,,Waived,2020,Chicago Bulls,0.08,,,,,,,,,,,,,
0,DeMar DeRozan,SG,"$26,000,000","$26,000,000",-,-,-,"$26,000,000",19.1,23.13,Acquired via S&T,2021,Chicago Bulls,,,,,,,,,,,,,,
1,Nikola Vucevic,C,"$24,000,000","$24,000,000",-,-,-,"$24,000,000",17.63,21.35,Acquired via Trade,2021,Chicago Bulls,,,,,,,,,,,,,,
2,Zach LaVine,SG,"$19,500,000","$19,500,000",-,-,-,"$19,500,000",14.33,17.35,/ Space,2021,Chicago Bulls,,,,,,,,,,,,,,
3,Lonzo Ball,PG,"$18,604,651","$18,604,651",-,"$1,000,000",-,"$18,604,651",13.67,16.55,Acquired via Trade  SEI-Knee,2021,Chicago Bulls,,,,,,,,,,,,,,
4,Derrick Jones Jr.,SF,"$9,720,900","$9,720,900",-,-,-,"$9,720,900",7.14,8.65,Acquired via Trade,2021,Chicago Bulls,,,,,,,,,,,,,,
5,Alex Caruso,SG,"$8,600,000","$8,600,000",-,-,-,"$8,600,000",6.32,7.65,Free Agent / NT-MLE,2021,Chicago Bulls,,,,,,,,,,,,,,
6,Patrick Williams,SF,"$7,422,000","$7,422,000",-,-,-,"$7,422,000",5.45,6.6,Drafted  / Rookie Scale,2021,Chicago Bulls,,,,,,,,,,,,,,
7,Coby White,PG,"$5,837,760","$5,837,760",-,-,-,"$5,837,760",4.29,5.19,Drafted  / Rookie Scale,2021,Chicago Bulls,,,,,,,,,,,,,,
8,Troy Brown Jr.,SF,"$5,170,564","$5,170,564",-,-,-,"$5,170,564",3.8,4.6,Acquired via Trade,2021,Chicago Bulls,,,,,,,,,,,,,,
9,Tony Bradley,C,"$1,789,256","$1,789,256",-,-,-,"$1,789,256",1.31,1.59,Free Agent / Minimum,2021,Chicago Bulls,,,,,,,,,,,,,,
10,Javonte Green,SG,"$1,669,178","$1,669,178",-,-,-,"$1,669,178",1.23,1.48,Free Agent / Minimum,2021,Chicago Bulls,,,,,,,,,,,,,,
11,Matt Thomas,SG,"$1,669,178","$1,669,178",-,-,-,"$1,669,178",1.23,1.48,/ Minimum,2021,Chicago Bulls,,,,,,,,,,,,,,
12,Tristan Thompson,C,"$1,000,000","$1,000,000",-,-,-,"$1,000,000",0.73,0.89,RoS  / Bi-Annual,2021,Chicago Bulls,,,,,,,,,,,,,,
13,Ayo Dosunmu,SG,"$925,258","$925,258",-,-,-,"$925,258",0.68,0.82,Drafted  / Minimum,2021,Chicago Bulls,,,,,,,,,,,,,,
14,Marko Simonovic,C,"$925,258","$925,258",-,-,-,"$925,258",0.68,0.82,Drafted  / NT-MLE,2021,Chicago Bulls,,,,,,,,,,,,,,
0,Tyler Cook,PF,,,,,,,,,,2021,Chicago Bulls,,,,,,,,,,,,,,
1,Malcolm Hill,G,,,,,,,,,,2021,Chicago Bulls,,,,,,,,,,,,,,
0,Alfonzo McKinnie,SF,"$1,090,007","$1,090,007",-,-,-,,,,Waived,2021,Chicago Bulls,0.8,,,,,,,,,,,,,
1,Alize Johnson,PF,"$705,598","$705,598",-,-,-,,,,Waived,2021,Chicago Bulls,0.52,,,,,,,,,,,,,
2,Ersan Ilyasova,PF,-,"$151,821",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
3,Stanley Johnson,SF,-,"$120,083",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
4,Jordan Bell,C,-,"$102,831",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
5,Alfonzo McKinnie,SF,-,"$102,831",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
6,Alfonzo McKinnie,SF,-,"$101,088",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
7,Malcolm Hill,G,-,"$53,176",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
8,Mac McClung,PG,-,"$53,176",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
9,Mac McClung,PG,-,"$53,176",-,-,-,,,,10-day,2021,Chicago Bulls,0.0,,,,,,,,,,,,,
0,Adam Mokoka,SG,"$1,489,065",,,,,,,,,2021,Chicago Bulls,,,,,,,-,,Two-Way,,,,,
0,Antawn Jamison,PF,"$15,076,715","$12,134,917",-,-,-,"$15,076,715",29.88,25.97,Acquired via Trade  G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
1,Anderson Varejao,PF,"$7,700,000","$6,197,561",-,-,-,"$7,700,000",15.26,13.27,/ Bird G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
2,Luke Walton,SF,"$5,680,000","$4,571,707",-,-,-,"$5,680,000",11.26,9.79,Acquired via Trade  G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
3,Kyrie Irving,PG,"$5,144,280","$4,140,518",-,-,-,"$5,144,280",10.19,8.86,Drafted  / Rookie Scale,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
4,Daniel Gibson,SG,"$4,403,834","$3,544,549",-,-,-,"$4,403,834",8.73,7.59,/ G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
5,Tristan Thompson,C,"$3,726,600","$2,999,459",-,-,-,"$3,726,600",7.38,6.42,Drafted  / Rookie Scale,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
6,Anthony Parker,SG,"$2,250,000","$1,810,976",-,-,-,"$2,250,000",4.46,3.88,/ G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
7,Christian Eyenga,PG,"$1,097,520","$883,370",-,-,-,"$1,097,520",2.17,1.89,Drafted  / G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
8,Alonzo Gee,SF,"$854,389","$687,679",-,-,-,"$854,389",1.69,1.47,/ G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
9,Semih Erden,C,"$613,474","$613,474",-,-,-,"$613,474",1.22,1.06,/ G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
10,Luke Harangody,PF,"$613,474","$613,474",-,-,-,"$613,474",1.22,1.06,Acquired via Trade  G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
11,Samardo Samuels,C,"$613,474","$613,474",-,-,-,"$613,474",1.22,1.06,Drafted  / G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
12,Manny Harris,SG,"$202,842","$202,842",-,-,-,"$202,842",0.4,0.35,/ Minimum G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
13,Donald Sloan,PG,"$35,880","$35,880",-,-,-,"$35,880",0.07,0.06,/ G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
14,D.J. Kennedy,SG,"$18,445","$18,445",-,-,-,"$18,445",0.04,0.03,/ Minimum G'teed: $0,2011,Cleveland Cavaliers,,,,,,,,,,,,,,
0,Baron Davis,PG,-,"$13,900,000",,,,,,,,2011,Cleveland Cavaliers,-,,,,,,,-,,,-,-,-,
0,Ryan Hollins,C,"$1,998,780","$1,998,780",-,-,-,,,,Waived,2011,Cleveland Cavaliers,3.96,,,,,,,,,,,,,
1,Mychel Thompson,SF,"$135,248","$135,248",-,-,-,,,,Waived,2011,Cleveland Cavaliers,0.27,,,,,,,,,,,,,
2,Lester Hudson,PG,"$68,902","$68,902",-,-,-,,,,10-day,2011,Cleveland Cavaliers,0.14,,,,,,,,,,,,,
3,Lester Hudson,PG,"$68,902","$68,902",-,-,-,,,,10-day,2011,Cleveland Cavaliers,0.14,,,,,,,,,,,,,
4,Ben Uzoh,PG,"$61,467","$61,467",-,-,-,,,,10-day,2011,Cleveland Cavaliers,0.12,,,,,,,,,,,,,
5,Manny Harris,SG,"$49,474","$49,474",-,-,-,,,,10-day,2011,Cleveland Cavaliers,0.1,,,,,,,,,,,,,
6,Manny Harris,SG,"$49,474","$49,474",-,-,-,,,,10-day,2011,Cleveland Cavaliers,0.1,,,,,,,,,,,,,
0,Anderson Varejao,PF,"$8,368,182","$8,368,182",-,-,-,"$8,368,182",14.38,14.42,/ Bird G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
1,Luke Walton,SF,"$6,091,363","$6,091,363",-,-,-,"$6,091,363",10.47,10.49,Acquired via Trade  G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
2,Kyrie Irving,PG,"$5,375,760","$5,375,760",-,-,-,"$5,375,760",9.24,9.26,Drafted  / Rookie Scale,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
3,Daniel Gibson,SG,"$4,792,332","$4,792,332",-,-,-,"$4,792,332",8.24,8.26,/ G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
4,Marreese Speights,PF,"$4,200,000","$4,200,000",-,-,-,"$4,200,000",7.22,7.24,Acquired via Trade  G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
5,Tristan Thompson,C,"$3,894,240","$3,894,240",-,-,-,"$3,894,240",6.69,6.71,Drafted  / Rookie Scale,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
6,Dion Waiters,SG,"$3,726,600","$3,726,600",-,-,-,"$3,726,600",6.41,6.42,Drafted  / Rookie Scale,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
7,Alonzo Gee,SF,"$3,500,000","$3,500,000",-,-,-,"$3,500,000",6.02,6.03,/ Early Bird G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
8,Omri Casspi,SF,"$2,277,306","$2,277,306",-,-,-,"$2,277,306",3.91,3.92,Acquired via Trade,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
9,C.J. Miles,SF,"$2,225,000","$2,225,000",-,-,-,"$2,225,000",3.82,3.83,/ Space G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
10,Wayne Ellington,SG,"$2,083,042","$2,083,042",-,-,-,"$2,083,042",3.58,3.59,Acquired via Trade,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
11,Tyler Zeller,C,"$1,563,120","$1,563,120",-,-,-,"$1,563,120",2.69,2.69,Drafted  / Rookie Scale,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
12,Shaun Livingston,PG,"$773,976","$1,108,044",-,-,-,"$773,976",1.33,1.33,Acquired via Trade  G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
13,Kevin Jones,PF,"$390,027","$390,027",-,-,-,"$390,027",0.67,0.67,/ Minimum G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
14,Chris Quinn,PG,"$145,749","$169,340",-,-,-,"$145,749",0.25,0.25,/ Minimum G'teed: $0,2012,Cleveland Cavaliers,,,,,,,,,,,,,,
0,Baron Davis,PG,-,"$14,750,000",,,,,,,,2012,Cleveland Cavaliers,-,,,,,,,-,,,-,-,-,
0,Kelenna Azubuike,SF,"$1,069,509","$1,069,509",-,-,-,,,,Waived,2012,Cleveland Cavaliers,1.84,,,,,,,,,,,,,
1,Luke Harangody,PF,"$1,054,389","$1,054,389",-,-,-,,,,Waived,2012,Cleveland Cavaliers,1.81,,,,,,,,,,,,,
2,Jermey Pargo,PG,"$1,000,000","$1,000,000",-,-,-,,,,Waived,2012,Cleveland Cavaliers,1.72,,,,,,,,,,,,,
